Country,Area,Continent,Parameter,Age,Sex,Variable,SIGICategories,Categories,Value,Average
Kenya,Eastern Africa,Africa,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,40.5%,57.20%
Kenya,Eastern Africa,Africa,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,42.3%,57.20%
Kenya,Eastern Africa,Africa,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,55.7%,57.20%
Kenya,Eastern Africa,Africa,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,38.7%,57.20%
Kenya,Eastern Africa,Africa,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,49.6%,57.20%
Kenya,Eastern Africa,Africa,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,46.7%,57.20%
Kenya,Eastern Africa,Africa,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,92.5%,57.20%
Kenya,Eastern Africa,Africa,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,57.8%,57.20%
Kenya,Eastern Africa,Africa,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,63.2%,57.20%
Kenya,Eastern Africa,Africa,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,77.4%,57.20%
Kenya,Eastern Africa,Africa,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,67.8%,57.20%
Kenya,Eastern Africa,Africa,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,88%,57.20%
Kenya,Eastern Africa,Africa,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,79%,57.20%
Korea,Eastern Asia,Asia,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,98.7%,53.40%
Korea,Eastern Asia,Asia,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,78.6%,53.40%
Korea,Eastern Asia,Asia,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,53.40%
Korea,Eastern Asia,Asia,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,24.5%,53.40%
Korea,Eastern Asia,Asia,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,53.40%
Korea,Eastern Asia,Asia,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,58.9%,53.40%
Korea,Eastern Asia,Asia,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,67.5%,53.40%
Korea,Eastern Asia,Asia,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,53.40%
Korea,Eastern Asia,Asia,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,48%,53.40%
Korea,Eastern Asia,Asia,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,47.1%,53.40%
Korea,Eastern Asia,Asia,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,35.3%,53.40%
Korea,Eastern Asia,Asia,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,52.1%,53.40%
Korea,Eastern Asia,Asia,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,99.8%,53.40%
Korea,Eastern Asia,Asia,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,53.40%
Kosovo,Southern Europe,Europe,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,47.4%,29.70%
Kosovo,Southern Europe,Europe,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,73.2%,29.70%
Kosovo,Southern Europe,Europe,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,29.70%
Kosovo,Southern Europe,Europe,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,64%,29.70%
Kosovo,Southern Europe,Europe,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,29.70%
Kosovo,Southern Europe,Europe,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,75.3%,29.70%
Kosovo,Southern Europe,Europe,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,29.70%
Kosovo,Southern Europe,Europe,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,29.70%
Kosovo,Southern Europe,Europe,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,none,29.70%
Kosovo,Southern Europe,Europe,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,29.70%
Kosovo,Southern Europe,Europe,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,29.70%
Kosovo,Southern Europe,Europe,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,29.70%
Kosovo,Southern Europe,Europe,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,96.1%,29.70%
Kosovo,Southern Europe,Europe,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,29.70%
Kuwait,Western Asia,Asia,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,73.5%,49.50%
Kuwait,Western Asia,Asia,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,82.9%,49.50%
Kuwait,Western Asia,Asia,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,49.50%
Kuwait,Western Asia,Asia,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,82.5%,49.50%
Kuwait,Western Asia,Asia,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,49.50%
Kuwait,Western Asia,Asia,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,61.8%,49.50%
Kuwait,Western Asia,Asia,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,69.2%,49.50%
Kuwait,Western Asia,Asia,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,49.50%
Kuwait,Western Asia,Asia,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,21%,49.50%
Kuwait,Western Asia,Asia,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,37.3%,49.50%
Kuwait,Western Asia,Asia,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,31.8%,49.50%
Kuwait,Western Asia,Asia,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,38.4%,49.50%
Kuwait,Western Asia,Asia,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,94.4%,49.50%
Kuwait,Western Asia,Asia,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,49.50%
Kyrgyzstan,Central Asia,Asia,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,39.4%,45.70%
Kyrgyzstan,Central Asia,Asia,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,63.8%,45.70%
Kyrgyzstan,Central Asia,Asia,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,52.4%,45.70%
Kyrgyzstan,Central Asia,Asia,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,37.5%,45.70%
Kyrgyzstan,Central Asia,Asia,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,32.6%,45.70%
Kyrgyzstan,Central Asia,Asia,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,80.7%,45.70%
Kyrgyzstan,Central Asia,Asia,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,38.2%,45.70%
Kyrgyzstan,Central Asia,Asia,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,45.70%
Kyrgyzstan,Central Asia,Asia,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,27.7%,45.70%
Kyrgyzstan,Central Asia,Asia,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,28.8%,45.70%
Kyrgyzstan,Central Asia,Asia,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,65%,45.70%
Kyrgyzstan,Central Asia,Asia,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,29.2%,45.70%
Kyrgyzstan,Central Asia,Asia,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,90.9%,45.70%
Kyrgyzstan,Central Asia,Asia,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,45.70%
Lao People’s Democratic Republic,South-eastern Asia,Asia,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,37.9%,31.50%
Lao People’s Democratic Republic,South-eastern Asia,Asia,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,52%,31.50%
Lao People’s Democratic Republic,South-eastern Asia,Asia,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,31.50%
Lao People’s Democratic Republic,South-eastern Asia,Asia,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,95%,31.50%
Lao People’s Democratic Republic,South-eastern Asia,Asia,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,31.50%
Lao People’s Democratic Republic,South-eastern Asia,Asia,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,70%,31.50%
Lao People’s Democratic Republic,South-eastern Asia,Asia,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,31.50%
Lao People’s Democratic Republic,South-eastern Asia,Asia,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,31.50%
Lao People’s Democratic Republic,South-eastern Asia,Asia,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,none,31.50%
Lao People’s Democratic Republic,South-eastern Asia,Asia,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,31.50%
Lao People’s Democratic Republic,South-eastern Asia,Asia,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,31.50%
Lao People’s Democratic Republic,South-eastern Asia,Asia,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,31.50%
Lao People’s Democratic Republic,South-eastern Asia,Asia,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,76.5%,31.50%
Lao People’s Democratic Republic,South-eastern Asia,Asia,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,31.50%
Latvia,Northern Europe,Europe,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,97.6%,52.20%
Latvia,Northern Europe,Europe,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,75.1%,52.20%
Latvia,Northern Europe,Europe,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,52.20%
Latvia,Northern Europe,Europe,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,54.8%,52.20%
Latvia,Northern Europe,Europe,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,52.20%
Latvia,Northern Europe,Europe,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,98.1%,52.20%
Latvia,Northern Europe,Europe,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,53.9%,52.20%
Latvia,Northern Europe,Europe,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,52.20%
Latvia,Northern Europe,Europe,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,59.6%,52.20%
Latvia,Northern Europe,Europe,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,81.2%,52.20%
Latvia,Northern Europe,Europe,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,52.2%,52.20%
Latvia,Northern Europe,Europe,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,61.9%,52.20%
Latvia,Northern Europe,Europe,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,99.4%,52.20%
Latvia,Northern Europe,Europe,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,52.20%
Lebanon,Western Asia,Asia,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,16.6%,41.90%
Lebanon,Western Asia,Asia,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,41%,41.90%
Lebanon,Western Asia,Asia,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,41.90%
Lebanon,Western Asia,Asia,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,15.5%,41.90%
Lebanon,Western Asia,Asia,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,41.90%
Lebanon,Western Asia,Asia,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,53.4%,41.90%
Lebanon,Western Asia,Asia,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,65.6%,41.90%
Lebanon,Western Asia,Asia,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,41.90%
Lebanon,Western Asia,Asia,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,53.6%,41.90%
Lebanon,Western Asia,Asia,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,38.3%,41.90%
Lebanon,Western Asia,Asia,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,36.5%,41.90%
Lebanon,Western Asia,Asia,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,63.7%,41.90%
Lebanon,Western Asia,Asia,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,97.4%,41.90%
Lebanon,Western Asia,Asia,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,41.90%
Lesotho,Southern Africa,Africa,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,33%,29.80%
Lesotho,Southern Africa,Africa,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,28.3%,29.80%
Lesotho,Southern Africa,Africa,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,35.2%,29.80%
Lesotho,Southern Africa,Africa,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,62.6%,29.80%
Lesotho,Southern Africa,Africa,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,27.8%,29.80%
Lesotho,Southern Africa,Africa,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,70%,29.80%
Lesotho,Southern Africa,Africa,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,29.80%
Lesotho,Southern Africa,Africa,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,29.80%
Lesotho,Southern Africa,Africa,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,none,29.80%
Lesotho,Southern Africa,Africa,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,29.80%
Lesotho,Southern Africa,Africa,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,29.80%
Lesotho,Southern Africa,Africa,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,29.80%
Lesotho,Southern Africa,Africa,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,86.1%,29.80%
Lesotho,Southern Africa,Africa,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,29.80%
Liberia,Western Africa,Africa,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,19.2%,35.50%
Liberia,Western Africa,Africa,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,29%,35.50%
Liberia,Western Africa,Africa,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,23.6%,35.50%
Liberia,Western Africa,Africa,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,53.3%,35.50%
Liberia,Western Africa,Africa,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,13.7%,35.50%
Liberia,Western Africa,Africa,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,55%,35.50%
Liberia,Western Africa,Africa,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,35.50%
Liberia,Western Africa,Africa,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,63.8%,35.50%
Liberia,Western Africa,Africa,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,none,35.50%
Liberia,Western Africa,Africa,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,35.50%
Liberia,Western Africa,Africa,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,35.50%
Liberia,Western Africa,Africa,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,35.50%
Liberia,Western Africa,Africa,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,87.7%,35.50%
Liberia,Western Africa,Africa,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,68.2%,35.50%
Libya,Northern Africa,Africa,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,59.6%,41.70%
Libya,Northern Africa,Africa,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,49.1%,41.70%
Libya,Northern Africa,Africa,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,41.70%
Libya,Northern Africa,Africa,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,42.8%,41.70%
Libya,Northern Africa,Africa,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,41.70%
Libya,Northern Africa,Africa,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,88.7%,41.70%
Libya,Northern Africa,Africa,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,59.9%,41.70%
Libya,Northern Africa,Africa,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,41.70%
Libya,Northern Africa,Africa,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,26.5%,41.70%
Libya,Northern Africa,Africa,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,25.9%,41.70%
Libya,Northern Africa,Africa,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,35.4%,41.70%
Libya,Northern Africa,Africa,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,41.3%,41.70%
Libya,Northern Africa,Africa,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,99.1%,41.70%
Libya,Northern Africa,Africa,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,41.70%
Lithuania,Northern Europe,Europe,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,90.4%,53.40%
Lithuania,Northern Europe,Europe,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,65%,53.40%
Lithuania,Northern Europe,Europe,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,53.40%
Lithuania,Northern Europe,Europe,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,49.7%,53.40%
Lithuania,Northern Europe,Europe,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,53.40%
Lithuania,Northern Europe,Europe,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,98.6%,53.40%
Lithuania,Northern Europe,Europe,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,41.6%,53.40%
Lithuania,Northern Europe,Europe,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,53.40%
Lithuania,Northern Europe,Europe,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,55.4%,53.40%
Lithuania,Northern Europe,Europe,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,78.5%,53.40%
Lithuania,Northern Europe,Europe,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,45.7%,53.40%
Lithuania,Northern Europe,Europe,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,60.2%,53.40%
Lithuania,Northern Europe,Europe,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,99.4%,53.40%
Lithuania,Northern Europe,Europe,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,53.40%
Luxembourg,Western Europe,Europe,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,98.2%,47.90%
Luxembourg,Western Europe,Europe,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,85.5%,47.90%
Luxembourg,Western Europe,Europe,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,47.90%
Luxembourg,Western Europe,Europe,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,80.5%,47.90%
Luxembourg,Western Europe,Europe,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,47.90%
Luxembourg,Western Europe,Europe,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,96%,47.90%
Luxembourg,Western Europe,Europe,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,47.90%
Luxembourg,Western Europe,Europe,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,47.90%
Luxembourg,Western Europe,Europe,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,none,47.90%
Luxembourg,Western Europe,Europe,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,47.90%
Luxembourg,Western Europe,Europe,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,47.90%
Luxembourg,Western Europe,Europe,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,47.90%
Luxembourg,Western Europe,Europe,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,99.6%,47.90%
Luxembourg,Western Europe,Europe,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,47.90%
Madagascar,Eastern Africa,Africa,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,8.1%,30.90%
Madagascar,Eastern Africa,Africa,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,42.2%,30.90%
Madagascar,Eastern Africa,Africa,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,47.7%,30.90%
Madagascar,Eastern Africa,Africa,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,56.4%,30.90%
Madagascar,Eastern Africa,Africa,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,41.2%,30.90%
Madagascar,Eastern Africa,Africa,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,59%,30.90%
Madagascar,Eastern Africa,Africa,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,30.90%
Madagascar,Eastern Africa,Africa,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,30.90%
Madagascar,Eastern Africa,Africa,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,none,30.90%
Madagascar,Eastern Africa,Africa,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,30.90%
Madagascar,Eastern Africa,Africa,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,30.90%
Madagascar,Eastern Africa,Africa,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,30.90%
Madagascar,Eastern Africa,Africa,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,72.5%,30.90%
Madagascar,Eastern Africa,Africa,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,30.90%
Malawi,Eastern Africa,Africa,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,16.9%,38.80%
Malawi,Eastern Africa,Africa,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,39.9%,38.80%
Malawi,Eastern Africa,Africa,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,59.1%,38.80%
